Source,CH1,CH2
Second,Volt,Volt
-0.00040208001,-3.04000,-0.60000
-0.00040200001,-2.88000,-0.80000
-0.00040192000,-2.80000,-0.80000
-0.00040183999,-2.72000,-1.00000
-0.00040175999,-2.64000,-1.00000
-0.00040168001,-2.56000,-1.00000
-0.00040160000,-2.48000,-1.20000
-0.00040152000,-2.32000,-1.20000
-0.00040143999,-2.24000,-1.20000
-0.00040136001,-2.16000,-1.20000
-0.00040128001,-2.00000,-1.20000
-0.00040120000,-1.92000,-1.20000
-0.00040111999,-1.84000,-1.40000
-0.00040103999,-1.76000,-1.40000
-0.00040096001,-1.60000,-1.40000
-0.00040088000,-1.52000,-1.40000
-0.00040080000,-1.36000,-1.40000
-0.00040071999,-1.28000,-1.40000
-0.00040063998,-1.20000,-1.40000
-0.00040056001,-1.04000,-1.40000
-0.00040048000,-0.96000,-1.40000
-0.00040039999,-0.88000,-1.40000
-0.00040031999,-0.72000,-1.40000
-0.00040024001,-0.64000,-1.40000
-0.00040016000,-0.48000,-1.40000
-0.00040008000,-0.32000,-1.20000
-0.00039999999,-0.24000,-1.20000
-0.00039991998,-0.16000,-1.20000
-0.00039984001,0.00,-1.20000
-0.00039976000,0.08000,-1.20000
-0.00039967999,0.24000,-1.20000
-0.00039959999,0.40000,-1.20000
-0.00039952001,0.40000,-1.20000
-0.00039944000,0.56000,-1.00000
-0.00039936000,0.72000,-1.00000
-0.00039927999,0.80000,-1.00000
-0.00039919998,0.96000,-1.00000
-0.00039912001,1.04000,-0.80000
-0.00039904000,1.12000,-0.80000
-0.00039895999,1.28000,-0.60000
-0.00039887999,1.36000,-0.80000
-0.00039880001,1.52000,-0.60000
-0.00039872000,1.60000,-0.60000
-0.00039864000,1.68000,-0.60000
-0.00039855999,1.76000,-0.60000
-0.00039847998,1.92000,-0.60000
-0.00039840001,1.92000,-0.60000
-0.00039832000,2.08000,-0.40000
-0.00039823999,2.16000,-0.40000
-0.00039815999,2.24000,-0.40000
-0.00039808001,2.32000,-0.40000
-0.00039800000,2.48000,-0.20000
-0.00039792000,2.56000,-0.40000
-0.00039783999,2.64000,-0.20000
-0.00039775998,2.80000,-0.40000
-0.00039768001,2.88000,-0.20000
-0.00039760000,2.96000,-0.20000
-0.00039751999,2.96000,-0.20000
-0.00039743999,3.12000,-0.20000
-0.00039736001,3.20000,-0.20000
-0.00039728000,3.28000,-0.20000
-0.00039720000,3.28000,-0.20000
-0.00039711999,3.36000,-0.20000
-0.00039703998,3.60000,-0.20000
-0.00039696001,3.60000,-0.20000
-0.00039688000,3.68000,-0.20000
-0.00039679999,3.68000,-0.20000
-0.00039671999,3.92000,0.20000
-0.00039664001,4.00000,-0.20000
-0.00039656000,4.08000,0.40000
-0.00039648000,4.08000,0.00
-0.00039639999,4.24000,0.40000
-0.00039631999,4.24000,0.00
-0.00039624001,4.32000,0.40000
-0.00039616000,4.32000,0.00
-0.00039607999,4.32000,0.40000
-0.00039599999,4.32000,0.00
-0.00039592001,4.40000,0.40000
-0.00039584000,4.40000,0.00
-0.00039576000,4.48000,0.40000
-0.00039567999,4.48000,0.00
-0.00039559999,4.40000,0.40000
-0.00039552001,4.48000,0.00
-0.00039544000,4.48000,0.40000
-0.00039536000,4.56000,0.00
-0.00039527999,4.48000,0.40000
-0.00039520001,4.56000,0.00
-0.00039512001,4.48000,0.40000
-0.00039504000,4.56000,0.20000
-0.00039495999,4.48000,0.40000
-0.00039487999,4.48000,0.20000
-0.00039480001,4.40000,0.40000
-0.00039472000,4.40000,0.20000
-0.00039464000,4.40000,0.60000
-0.00039455999,4.32000,0.20000
-0.00039448001,4.32000,0.60000
-0.00039440001,4.32000,0.20000
-0.00039432000,4.24000,0.60000
-0.00039423999,4.24000,0.40000
-0.00039415999,4.16000,0.60000
-0.00039408001,4.16000,0.40000
-0.00039400000,4.08000,0.80000
-0.00039392000,4.00000,0.40000
-0.00039383999,3.92000,0.80000
-0.00039375998,3.92000,0.40000
-0.00039368001,3.84000,0.80000
-0.00039360000,3.68000,0.60000
-0.00039351999,3.68000,1.00000
-0.00039343999,3.68000,0.80000
-0.00039336001,3.60000,1.00000
-0.00039328000,3.52000,1.00000
-0.00039320000,3.28000,1.20000
-0.00039311999,3.28000,1.00000
-0.00039303998,3.20000,1.20000
-0.00039296001,3.04000,1.00000
-0.00039288000,2.96000,1.40000
-0.00039279999,2.88000,1.20000
-0.00039271999,2.88000,1.40000
-0.00039264001,2.72000,1.20000
-0.00039256000,2.56000,1.40000
-0.00039248000,2.56000,1.40000
-0.00039239999,2.40000,1.60000
-0.00039231998,2.32000,1.40000
-0.00039224001,2.24000,1.80000
-0.00039216000,2.16000,1.60000
-0.00039207999,2.00000,1.80000
-0.00039199999,1.92000,1.80000
-0.00039192001,1.84000,2.00000
-0.00039184000,1.68000,1.80000
-0.00039176000,1.60000,1.80000
-0.00039167999,1.44000,1.80000
-0.00039159998,1.36000,1.80000
-0.00039152001,1.28000,1.80000
-0.00039144000,1.20000,1.80000
-0.00039135999,1.04000,1.80000
-0.00039127999,0.88000,1.80000
-0.00039120001,0.80000,1.80000
-0.00039112000,0.64000,1.80000
-0.00039104000,0.56000,1.80000
-0.00039095999,0.40000,1.60000
-0.00039087998,0.32000,1.80000
-0.00039080001,0.24000,1.60000
-0.00039072000,0.08000,1.60000
-0.00039063999,0.00,1.60000
-0.00039055999,-0.16000,1.40000
-0.00039048001,-0.24000,1.40000
-0.00039040000,-0.32000,1.40000
-0.00039032000,-0.48000,1.40000
-0.00039023999,-0.64000,1.20000
-0.00039015998,-0.72000,1.20000
-0.00039008001,-0.88000,1.20000
-0.00039000000,-0.96000,1.00000
-0.00038991999,-1.12000,1.20000
-0.00038983999,-1.20000,1.20000
-0.00038976001,-1.28000,1.00000
-0.00038968000,-1.36000,1.00000
-0.00038960000,-1.52000,1.00000
-0.00038951999,-1.60000,1.00000
-0.00038943999,-1.76000,1.00000
-0.00038936001,-1.76000,1.00000
-0.00038928000,-1.92000,0.80000
-0.00038919999,-2.08000,0.80000
-0.00038911999,-2.16000,0.80000
-0.00038904001,-2.24000,0.60000
-0.00038896000,-2.24000,0.80000
-0.00038888000,-2.40000,0.60000
-0.00038879999,-2.48000,0.60000
-0.00038871999,-2.56000,0.60000
-0.00038864001,-2.72000,0.60000
-0.00038856000,-2.80000,0.60000
-0.00038848000,-2.80000,0.60000
-0.00038839999,-2.88000,0.60000
-0.00038832001,-2.96000,0.60000
-0.00038824001,-3.04000,0.40000
-0.00038816000,-3.20000,0.60000
-0.00038807999,-3.20000,0.60000
-0.00038799999,-3.36000,0.60000
-0.00038792001,-3.36000,0.40000
-0.00038784000,-3.52000,0.60000
-0.00038776000,-3.60000,0.40000
-0.00038767999,-3.68000,1.00000
-0.00038760001,-3.84000,0.60000
-0.00038752001,-3.92000,1.00000
-0.00038744000,-4.00000,0.40000
-0.00038735999,-4.00000,0.80000
-0.00038727999,-4.08000,0.40000
-0.00038720001,-4.16000,0.60000
-0.00038712000,-4.16000,0.40000
-0.00038704000,-4.16000,0.60000
-0.00038695999,-4.24000,0.40000
-0.00038687998,-4.24000,0.60000
-0.00038680001,-4.32000,0.20000
-0.00038672000,-4.32000,0.40000
-0.00038663999,-4.32000,0.20000
-0.00038655999,-4.32000,0.40000
-0.00038648001,-4.32000,0.20000
-0.00038640000,-4.40000,0.40000
-0.00038632000,-4.32000,0.20000
-0.00038623999,-4.40000,0.40000
-0.00038615998,-4.32000,0.20000
-0.00038608001,-4.32000,0.40000
-0.00038600000,-4.32000,0.20000
-0.00038591999,-4.32000,0.40000
-0.00038583999,-4.32000,0.20000
-0.00038576001,-4.32000,0.40000
-0.00038568000,-4.24000,0.00
-0.00038560000,-4.24000,0.20000
-0.00038551999,-4.24000,0.00
-0.00038543998,-4.16000,0.20000
-0.00038536001,-4.16000,0.00
-0.00038528000,-4.16000,0.00
-0.00038519999,-4.08000,0.00
-0.00038511999,-4.08000,0.00
-0.00038504001,-4.08000,0.00
-0.00038496000,-3.92000,0.00
-0.00038488000,-3.92000,-0.20000
-0.00038479999,-3.84000,-0.20000
-0.00038471998,-3.84000,-0.20000
-0.00038464001,-3.76000,-0.20000
-0.00038456000,-3.68000,-0.40000
-0.00038447999,-3.60000,-0.40000
-0.00038439999,-3.60000,-0.40000
-0.00038432001,-3.52000,-0.40000
-0.00038424000,-3.36000,-0.40000
-0.00038416000,-3.20000,-0.60000
-0.00038407999,-3.12000,-0.60000
-0.00038399998,-3.12000,-0.60000
-0.00038392001,-3.04000,-0.60000
-0.00038384000,-2.88000,-0.60000
-0.00038375999,-2.80000,-0.80000
-0.00038367999,-2.80000,-1.00000
-0.00038360001,-2.64000,-1.00000
-0.00038352000,-2.56000,-1.00000
-0.00038344000,-2.48000,-1.00000
-0.00038335999,-2.40000,-1.20000
-0.00038327998,-2.24000,-1.20000
-0.00038320001,-2.16000,-1.20000
-0.00038312000,-2.08000,-1.40000
-0.00038303999,-2.00000,-1.20000
-0.00038295999,-1.84000,-1.40000
-0.00038288001,-1.76000,-1.40000
-0.00038280000,-1.60000,-1.40000
-0.00038272000,-1.52000,-1.40000
-0.00038263999,-1.44000,-1.40000
-0.00038255999,-1.28000,-1.40000
-0.00038248001,-1.20000,-1.40000
-0.00038240000,-1.04000,-1.40000
-0.00038231999,-0.96000,-1.40000
-0.00038223999,-0.88000,-1.40000
-0.00038216001,-0.80000,-1.40000
-0.00038208000,-0.64000,-1.40000
-0.00038200000,-0.56000,-1.40000
-0.00038191999,-0.40000,-1.20000
-0.00038183999,-0.24000,-1.20000
-0.00038176001,-0.16000,-1.20000
-0.00038168000,-0.08000,-1.20000
-0.00038160000,0.08000,-1.20000
-0.00038151999,0.16000,-1.20000
-0.00038144001,0.32000,-1.20000
-0.00038136001,0.40000,-1.00000
-0.00038128000,0.48000,-1.00000
-0.00038119999,0.64000,-1.00000
-0.00038111999,0.72000,-0.80000
-0.00038104001,0.88000,-0.80000
-0.00038096000,1.04000,-0.80000
-0.00038088000,1.12000,-0.60000
-0.00038079999,1.20000,-0.80000
-0.00038072001,1.36000,-0.60000
-0.00038064001,1.44000,-0.60000
-0.00038056000,1.60000,-0.60000
-0.00038047999,1.68000,-0.60000
-0.00038039999,1.68000,-0.60000
-0.00038032001,1.84000,-0.40000
-0.00038024000,2.00000,-0.40000
-0.00038016000,2.00000,-0.60000
-0.00038007999,2.16000,-0.40000
-0.00038000001,2.24000,-0.40000
-0.00037992001,2.32000,-0.40000
-0.00037984000,2.48000,-0.40000
-0.00037975999,2.56000,-0.40000
-0.00037967999,2.64000,-0.40000
-0.00037960001,2.72000,-0.20000
-0.00037952000,2.80000,-0.20000
-0.00037944000,2.88000,-0.20000
-0.00037935999,2.96000,-0.20000
-0.00037927998,3.04000,-0.20000
-0.00037920001,3.12000,-0.20000
-0.00037912000,3.20000,-0.20000
-0.00037903999,3.28000,-0.20000
-0.00037895999,3.36000,-0.20000
-0.00037888001,3.52000,-0.20000
-0.00037880000,3.52000,-0.20000
-0.00037872000,3.60000,-0.20000
-0.00037863999,3.68000,-0.40000
-0.00037855998,3.92000,0.00
-0.00037848001,4.00000,0.20000
-0.00037840000,4.08000,0.20000
-0.00037831999,4.16000,0.20000
-0.00037823999,4.24000,0.20000
-0.00037816001,4.32000,0.00
-0.00037808000,4.32000,0.00
-0.00037800000,4.32000,0.20000
-0.00037791999,4.32000,0.20000
-0.00037783998,4.32000,0.20000
-0.00037776001,4.40000,0.00
-0.00037768000,4.48000,0.00
-0.00037759999,4.40000,0.20000
-0.00037751999,4.48000,0.20000
-0.00037744001,4.48000,0.20000
-0.00037736000,4.48000,0.20000
-0.00037728000,4.48000,0.20000
-0.00037719999,4.48000,0.20000
-0.00037711998,4.48000,0.20000
-0.00037704001,4.56000,0.20000
-0.00037696000,4.48000,0.20000
-0.00037687999,4.48000,0.20000
-0.00037679999,4.40000,0.20000
-0.00037672001,4.40000,0.20000
-0.00037664000,4.40000,0.20000
-0.00037656000,4.48000,0.20000
-0.00037647999,4.40000,0.40000
-0.00037639998,4.32000,0.40000
-0.00037632001,4.32000,0.40000
-0.00037624000,4.32000,0.40000
-0.00037615999,4.32000,0.40000
-0.00037607999,4.16000,0.40000
-0.00037600001,4.16000,0.40000
-0.00037592000,4.16000,0.60000
-0.00037584000,4.08000,0.40000
-0.00037575999,4.00000,0.60000
-0.00037567999,4.00000,0.60000
-0.00037560001,3.92000,0.80000
-0.00037552000,3.84000,0.60000
-0.00037543999,3.76000,0.80000
-0.00037535999,3.68000,0.80000
-0.00037528001,3.60000,1.00000
-0.00037520000,3.60000,1.00000
-0.00037512000,3.52000,1.00000
-0.00037503999,3.36000,1.00000
-0.00037495999,3.28000,1.00000
-0.00037488001,3.20000,1.00000
-0.00037480000,3.12000,1.20000
-0.00037472000,3.04000,1.20000
-0.00037463999,2.88000,1.20000
-0.00037456001,2.80000,1.20000
-0.00037448001,2.72000,1.40000
-0.00037440000,2.72000,1.40000
-0.00037431999,2.56000,1.60000
-0.00037423999,2.48000,1.40000
-0.00037416001,2.32000,1.80000
-0.00037408000,2.24000,1.60000
-0.00037400000,2.16000,1.80000
-0.00037391999,2.00000,1.60000
-0.00037384001,1.92000,1.80000
-0.00037376001,1.84000,1.80000
-0.00037368000,1.68000,2.00000
-0.00037359999,1.60000,1.80000
-0.00037351999,1.52000,1.80000
-0.00037344001,1.44000,1.80000
-0.00037336000,1.28000,1.80000
-0.00037328000,1.12000,1.80000
-0.00037319999,1.04000,1.80000
-0.00037312001,0.96000,1.80000
-0.00037304001,0.80000,1.80000
-0.00037296000,0.72000,1.80000
-0.00037287999,0.56000,1.80000
-0.00037279999,0.48000,1.60000
-0.00037272001,0.32000,1.80000
-0.00037264000,0.16000,1.60000
-0.00037256000,0.08000,1.60000
-0.00037247999,0.00,1.40000
-0.00037239998,-0.16000,1.60000
-0.00037232001,-0.24000,1.40000
-0.00037224000,-0.32000,1.40000
-0.00037215999,-0.48000,1.20000
-0.00037207999,-0.56000,1.20000
-0.00037200001,-0.72000,1.20000
-0.00037192000,-0.88000,1.20000
-0.00037184000,-0.88000,1.20000
-0.00037175999,-1.04000,1.20000
-0.00037167998,-1.20000,1.00000
-0.00037160001,-1.28000,1.00000
-0.00037152000,-1.36000,1.00000
-0.00037143999,-1.52000,1.00000
-0.00037135999,-1.60000,1.00000
-0.00037128001,-1.68000,1.00000
-0.00037120000,-1.84000,0.80000
-0.00037112000,-1.84000,0.80000
-0.00037103999,-2.00000,0.80000
-0.00037095998,-2.08000,0.80000
-0.00037088001,-2.16000,0.60000
-0.00037080000,-2.32000,0.60000
-0.00037071999,-2.40000,0.60000
-0.00037063999,-2.48000,0.80000
-0.00037056001,-2.56000,0.60000
-0.00037048000,-2.64000,0.60000
-0.00037040000,-2.80000,0.60000
-0.00037031999,-2.80000,0.60000
-0.00037023998,-2.88000,0.40000
-0.00037016001,-2.96000,0.60000
-0.00037008000,-3.12000,0.40000
-0.00036999999,-3.12000,0.60000
-0.00036991999,-3.20000,0.40000
-0.00036984001,-3.20000,0.60000
-0.00036976000,-3.52000,0.40000
-0.00036968000,-3.52000,0.60000
-0.00036959999,-3.52000,0.40000
-0.00036951998,-3.68000,0.60000
-0.00036944001,-3.76000,1.00000
-0.00036936000,-3.92000,0.40000
-0.00036927999,-4.00000,0.80000
-0.00036919999,-3.92000,0.40000
-0.00036912001,-4.16000,0.80000
-0.00036904000,-4.16000,0.40000
-0.00036896000,-4.16000,0.60000
-0.00036887999,-4.24000,0.40000
-0.00036879999,-4.24000,0.60000
-0.00036872001,-4.32000,0.40000
-0.00036864000,-4.24000,0.60000
-0.00036855999,-4.32000,0.40000
-0.00036847999,-4.32000,0.60000
-0.00036840001,-4.40000,0.20000
-0.00036832000,-4.32000,0.60000
-0.00036824000,-4.40000,0.20000
-0.00036815999,-4.40000,0.40000
-0.00036807999,-4.40000,0.20000
-0.00036800001,-4.40000,0.40000
-0.00036792000,-4.40000,0.20000
-0.00036784000,-4.32000,0.40000
-0.00036775999,-4.40000,0.20000
-0.00036768001,-4.32000,0.40000
-0.00036760001,-4.24000,0.20000
-0.00036752000,-4.24000,0.20000
-0.00036743999,-4.24000,0.00
-0.00036735999,-4.24000,0.20000
-0.00036728001,-4.24000,0.00
-0.00036720000,-4.24000,0.20000
-0.00036712000,-4.16000,0.00
-0.00036703999,-4.16000,0.20000
-0.00036696001,-4.08000,-0.20000
-0.00036688001,-4.08000,0.00
-0.00036680000,-3.92000,-0.20000
-0.00036671999,-3.84000,0.00
-0.00036663999,-3.84000,-0.40000
-0.00036656001,-3.84000,0.00
-0.00036648000,-3.76000,-0.40000
-0.00036640000,-3.68000,-0.20000
-0.00036631999,-3.68000,-0.40000
-0.00036624001,-3.60000,-0.40000
-0.00036616001,-3.52000,-0.60000
-0.00036608000,-3.52000,-0.40000
-0.00036599999,-3.36000,-0.60000
-0.00036591999,-3.20000,-0.60000
-0.00036584001,-3.12000,-0.60000
-0.00036576000,-3.04000,-0.60000
-0.00036568000,-2.96000,-0.80000
-0.00036559999,-2.88000,-0.60000
-0.00036551998,-2.80000,-1.00000
-0.00036544001,-2.72000,-0.80000
-0.00036536000,-2.56000,-1.00000
-0.00036527999,-2.56000,-1.00000
-0.00036519999,-2.48000,-1.20000
-0.00036512001,-2.32000,-1.20000
-0.00036504000,-2.16000,-1.20000
-0.00036496000,-2.16000,-1.20000
-0.00036487999,-2.00000,-1.40000
-0.00036479998,-1.84000,-1.20000
-0.00036472001,-1.76000,-1.40000
-0.00036464000,-1.68000,-1.20000
-0.00036455999,-1.60000,-1.40000
-0.00036447999,-1.52000,-1.40000
-0.00036440001,-1.28000,-1.40000
-0.00036432000,-1.20000,-1.40000
-0.00036424000,-1.12000,-1.40000
-0.00036415999,-1.04000,-1.40000
-0.00036407998,-0.88000,-1.40000
-0.00036400001,-0.80000,-1.20000
-0.00036392000,-0.64000,-1.40000
-0.00036383999,-0.56000,-1.20000
-0.00036375999,-0.40000,-1.40000
-0.00036368001,-0.32000,-1.20000
-0.00036360000,-0.24000,-1.40000
-0.00036352000,-0.08000,-1.20000
-0.00036343999,0.08000,-1.20000
-0.00036335998,0.16000,-1.20000
-0.00036328001,0.24000,-1.20000
-0.00036320000,0.40000,-1.00000
-0.00036311999,0.48000,-1.00000
-0.00036303999,0.64000,-0.80000
-0.00036296001,0.72000,-1.00000
-0.00036288000,0.88000,-0.80000
-0.00036280000,0.96000,-0.80000
-0.00036271999,1.04000,-0.60000
-0.00036263998,1.12000,-0.80000
-0.00036256001,1.28000,-0.60000
-0.00036248000,1.36000,-0.60000
-0.00036239999,1.52000,-0.60000
-0.00036231999,1.68000,-0.60000
-0.00036224001,1.68000,-0.60000
-0.00036216000,1.84000,-0.60000
-0.00036208000,1.92000,-0.40000
-0.00036199999,2.08000,-0.40000
-0.00036191999,2.16000,-0.40000
-0.00036184001,2.24000,-0.40000
-0.00036176000,2.32000,-0.40000
-0.00036167999,2.32000,-0.40000
-0.00036159999,2.56000,-0.40000
-0.00036152001,2.64000,-0.40000
-0.00036144000,2.72000,-0.40000
-0.00036136000,2.80000,-0.40000
-0.00036127999,2.88000,-0.40000
-0.00036119999,2.96000,-0.40000
-0.00036112001,3.04000,-0.20000
-0.00036104000,3.12000,-0.20000
-0.00036096000,3.20000,-0.20000
-0.00036087999,3.28000,-0.20000
-0.00036080001,3.36000,-0.20000
-0.00036072001,3.36000,-0.20000
-0.00036064000,3.60000,-0.20000
-0.00036055999,3.60000,-0.20000
-0.00036047999,3.68000,0.00
-0.00036040001,3.92000,0.00
-0.00036032000,3.92000,0.20000
-0.00036024000,4.00000,0.20000
-0.00036015999,4.08000,0.00
-0.00036008001,4.16000,0.20000
-0.00036000001,4.24000,0.00
-0.00035992000,4.32000,0.20000
-0.00035983999,4.32000,0.20000
-0.00035975999,4.32000,0.20000
-0.00035968001,4.32000,0.00
-0.00035960000,4.40000,0.20000
-0.00035952000,4.40000,0.00
-0.00035943999,4.48000,0.20000
-0.00035936001,4.48000,0.00
-0.00035928001,4.56000,0.20000
-0.00035920000,4.48000,0.20000
-0.00035911999,4.48000,0.40000
-0.00035903999,4.56000,0.20000
-0.00035896001,4.48000,0.40000
-0.00035888000,4.48000,0.20000
-0.00035880000,4.48000,0.40000
-0.00035871999,4.40000,0.00
-0.00035863998,4.40000,0.40000
-0.00035856001,4.40000,0.20000
-0.00035848000,4.40000,0.40000
-0.00035839999,4.40000,0.20000
-0.00035831999,4.32000,0.40000
-0.00035824001,4.40000,0.20000
-0.00035816000,4.32000,0.60000
-0.00035808000,4.32000,0.40000
-0.00035799999,4.24000,0.40000
-0.00035791998,4.24000,0.40000
-0.00035784001,4.24000,0.60000
-0.00035776000,4.16000,0.40000
-0.00035767999,4.08000,0.60000
-0.00035759999,4.08000,0.40000
-0.00035752001,4.00000,0.80000
-0.00035744000,3.92000,0.60000
-0.00035736000,3.84000,1.00000
-0.00035727999,3.76000,0.60000
-0.00035719998,3.68000,1.00000
-0.00035712001,3.68000,0.60000
-0.00035704000,3.60000,1.00000
-0.00035695999,3.52000,0.80000
-0.00035687999,3.36000,1.20000
-0.00035680001,3.28000,1.00000
-0.00035672000,3.20000,1.20000
-0.00035664000,3.12000,1.00000
-0.00035655999,3.04000,1.40000
-0.00035647998,2.96000,1.20000
-0.00035640001,2.88000,1.40000
-0.00035632000,2.80000,1.20000
-0.00035623999,2.72000,1.60000
-0.00035615999,2.56000,1.20000
-0.00035608001,2.48000,1.80000
-0.00035600000,2.40000,1.40000
-0.00035592000,2.32000,1.80000
-0.00035583999,2.16000,1.60000
-0.00035575998,2.08000,1.80000
-0.00035568001,1.92000,1.60000
-0.00035560000,1.84000,1.80000
-0.00035551999,1.68000,1.80000
-0.00035543999,1.60000,1.80000
-0.00035536001,1.52000,1.80000
-0.00035528000,1.52000,1.80000
-0.00035520000,1.28000,1.80000
-0.00035511999,1.28000,1.80000
-0.00035503999,1.12000,1.80000
-0.00035496001,0.96000,1.80000
-0.00035488000,0.88000,1.80000
-0.00035479999,0.72000,1.80000
-0.00035471999,0.64000,1.80000
-0.00035464001,0.48000,1.80000
-0.00035456000,0.32000,1.60000
-0.00035448000,0.24000,1.60000
-0.00035439999,0.16000,1.40000
-0.00035431999,0.00,1.60000
-0.00035424001,-0.08000,1.40000
-0.00035416000,-0.24000,1.60000
-0.00035408000,-0.32000,1.20000
-0.00035399999,-0.48000,1.40000
-0.00035392001,-0.56000,1.20000
-0.00035384001,-0.64000,1.20000
-0.00035376000,-0.80000,1.20000
-0.00035367999,-0.88000,1.20000
-0.00035359999,-0.96000,1.20000
-0.00035352001,-1.04000,1.20000
-0.00035344000,-1.20000,1.00000
-0.00035336000,-1.36000,1.00000
-0.00035327999,-1.52000,1.00000
-0.00035320001,-1.52000,1.00000
-0.00035312001,-1.60000,1.00000
-0.00035304000,-1.76000,1.00000
-0.00035295999,-1.84000,1.00000
-0.00035287999,-1.92000,1.00000
-0.00035280001,-2.08000,0.80000
-0.00035272000,-2.16000,0.80000
-0.00035264000,-2.24000,0.80000
-0.00035255999,-2.32000,0.80000
-0.00035248001,-2.48000,0.60000
-0.00035240001,-2.56000,0.60000
-0.00035232000,-2.56000,0.60000
-0.00035223999,-2.72000,0.60000
-0.00035215999,-2.80000,0.60000
-0.00035208001,-2.88000,0.60000
-0.00035200000,-2.96000,0.60000
-0.00035192000,-3.04000,0.60000
-0.00035183999,-3.12000,0.40000
-0.00035175998,-3.20000,0.40000
-0.00035168001,-3.28000,0.40000
-0.00035160000,-3.36000,0.40000
-0.00035151999,-3.52000,0.40000
-0.00035143999,-3.52000,0.40000
-0.00035136001,-3.68000,1.00000
-0.00035128000,-3.76000,0.80000
-0.00035120000,-3.84000,0.80000
-0.00035111999,-3.92000,0.60000
-0.00035103998,-3.92000,0.80000
-0.00035096001,-4.00000,0.60000
-0.00035088000,-4.16000,0.80000
-0.00035079999,-4.16000,0.40000
-0.00035071999,-4.16000,0.60000
-0.00035064001,-4.24000,0.40000
-0.00035056000,-4.24000,0.60000
-0.00035048000,-4.24000,0.40000
-0.00035039999,-4.32000,0.40000
-0.00035031998,-4.32000,0.40000
-0.00035024001,-4.32000,0.60000
-0.00035016000,-4.40000,0.40000
-0.00035007999,-4.32000,0.40000
-0.00034999999,-4.32000,0.40000
-0.00034992001,-4.40000,0.60000
-0.00034984000,-4.40000,0.20000
-0.00034976000,-4.40000,0.40000
-0.00034967999,-4.32000,0.20000
-0.00034959998,-4.32000,0.40000
-0.00034952001,-4.32000,0.20000
-0.00034944000,-4.24000,0.20000
-0.00034935999,-4.24000,0.20000
-0.00034927999,-4.32000,0.40000
-0.00034920001,-4.24000,0.00
-0.00034912000,-4.24000,0.20000
-0.00034904000,-4.16000,0.00
-0.00034895999,-4.16000,0.20000
-0.00034887998,-4.16000,0.00
-0.00034880001,-4.16000,0.00
-0.00034872000,-4.08000,0.00
-0.00034863999,-3.92000,0.00
-0.00034855999,-3.92000,-0.20000
-0.00034848001,-3.84000,0.00
-0.00034840000,-3.84000,-0.20000
-0.00034832000,-3.76000,-0.20000
-0.00034823999,-3.76000,-0.40000
-0.00034815999,-3.68000,-0.20000
-0.00034808001,-3.60000,-0.40000
-0.00034800000,-3.52000,-0.40000
-0.00034791999,-3.52000,-0.40000
-0.00034783999,-3.36000,-0.40000
-0.00034776001,-3.20000,-0.60000
-0.00034768000,-3.12000,-0.60000
-0.00034760000,-3.12000,-0.80000
-0.00034751999,-2.96000,-0.60000
-0.00034743999,-2.88000,-1.00000
-0.00034736001,-2.80000,-0.80000
-0.00034728000,-2.72000,-1.00000
-0.00034720000,-2.64000,-0.80000
-0.00034711999,-2.56000,-1.20000
-0.00034704001,-2.40000,-1.00000
-0.00034696001,-2.32000,-1.20000
-0.00034688000,-2.24000,-1.20000
-0.00034679999,-2.16000,-1.40000
-0.00034671999,-2.00000,-1.20000
-0.00034664001,-1.84000,-1.40000
-0.00034656000,-1.76000,-1.20000
-0.00034648000,-1.68000,-1.40000
-0.00034639999,-1.52000,-1.20000
-0.00034632001,-1.52000,-1.40000
-0.00034624001,-1.36000,-1.40000
-0.00034616000,-1.20000,-1.40000
-0.00034607999,-1.20000,-1.40000
-0.00034599999,-1.04000,-1.40000
-0.00034592001,-0.96000,-1.40000
-0.00034584000,-0.88000,-1.40000
-0.00034576000,-0.72000,-1.20000
-0.00034567999,-0.56000,-1.40000
-0.00034560001,-0.48000,-1.40000
-0.00034552001,-0.24000,-1.20000
-0.00034544000,-0.24000,-1.20000
-0.00034535999,-0.16000,-1.20000
-0.00034527999,0.00,-1.20000
-0.00034520001,0.08000,-1.20000
-0.00034512000,0.24000,-1.20000
-0.00034504000,0.40000,-1.20000
-0.00034495999,0.48000,-1.00000
-0.00034487998,0.56000,-1.00000
-0.00034480001,0.72000,-0.80000
-0.00034472000,0.80000,-1.00000
-0.00034463999,0.96000,-0.80000
-0.00034455999,1.04000,-0.80000
-0.00034448001,1.12000,-0.60000
-0.00034440000,1.28000,-0.80000
-0.00034432000,1.36000,-0.60000
-0.00034423999,1.52000,-0.60000
-0.00034415998,1.60000,-0.60000
-0.00034408001,1.68000,-0.60000
-0.00034400000,1.76000,-0.40000
-0.00034391999,1.84000,-0.40000
-0.00034383999,2.00000,-0.40000
-0.00034376001,2.08000,-0.60000
-0.00034368000,2.24000,-0.40000
-0.00034360000,2.32000,-0.40000
-0.00034351999,2.40000,-0.40000
-0.00034343998,2.48000,-0.40000
-0.00034336001,2.64000,-0.40000
-0.00034328000,2.64000,-0.40000
-0.00034319999,2.72000,-0.20000
-0.00034311999,2.80000,-0.20000
-0.00034304001,2.88000,-0.20000
-0.00034296000,2.96000,-0.20000
-0.00034288000,3.04000,-0.20000
-0.00034279999,3.20000,-0.20000
